Source,Target,Weight
election2016,hillyea,17
election2016,hunger,17
election2016,trumpstrong,17
election2016,indians,17
election2016,cambodias,17
election2016,clinto,17
election2016,hillyeah,17
election2016,absenteeballot,17
election2016,whitesupremacy,17
election2016,flythew,17
election2016,scandal,17
election2016,racist,17
election2016,house,16
election2016,trumpitup,16
election2016,bospoli,16
election2016,gotvforhrc,16
election2016,teamhillary,16
election2016,rape,16
election2016,hillarys,16
election2016,nm,16
election2016,1stamendment,16
election2016,obamacarefail,16
election2016,trumpeffect,16
election2016,voteprolife,16
election2016,voterturnout,16
election2016,uswvotes,16
election2016,adorable,16
election2016,quotes,16
election2016,church,16
election2016,gogreen,16
election2016,independencematters,16
election2016,americanelections,16
election2016,anxiety,16
election2016,spirituality,16
election2016,elachat,16
election2016,womenvotes,16
election2016,electionday2016,16
election2016,psyop,16
election2016,harriscounty,16
election2016,podestaemails30,16
election2016,writing,16
election2016,militias,16
election2016,tbats,16
election2016,oil,16
election2016,realalexjones,16
election2016,pot,16
election2016,idiocracy,16
election2016,garyjohnson2016,16
election2016,iartg,16
election2016,mosen,16
election2016,gospursgo,16
election2016,khop,16
election2016,adulting,16
election2016,fuckfacevonclownstick,16
election2016,votegop,16
election2016,smm,16
election2016,hispanics,16
election2016,s,15
election2016,hilary,15
election2016,team,15
election2016,ncte,15
election2016,djt,15
election2016,fakenews,15
election2016,duc,15
election2016,turnout,15
election2016,abubakralbaghdadi,15
election2016,proudamerican,15
election2016,enemy,15
election2016,disability,15
election2016,russiamafia,15
election2016,in,15
election2016,ki,15
election2016,idpol,15
election2016,praying,15
election2016,collusion,15
election2016,bluewave2016,15
election2016,tuesdaymotivation,15
election2016,ivotedearly,15
election2016,democracy4all,15
election2016,24thamendment,15
election2016,waterislife,15
election2016,menagainsttrump,15
election2016,Ñ‚Ñ€_°___¿,15
election2016,weinerleaks,15
election2016,restorethevra,15
election2016,world,15
election2016,trumptrainwreck,15
election2016,voteyote,15
election2016,rdandurand,15
election2016,ifiwrotethem,15
election2016,dnchack,15
election2016,melania,15
election2016,mpn,15
election2016,google,15
election2016,hillarywillbeamericasmerkel,15
election2016,draftourdaughers,15
election2016,tlchat,15
election2016,yallavote,15
election2016,ushistory,15
election2016,humanrights,15
election2016,conservative,15
election2016,drainthe,15
election2016,15thamendment,15
election2016,thankyouanthonyweiner,15
election2016,alexjones,15
election2016,_º_»_¸__Ñ‚____,15
election2016,paytoplay,15
election2016,indictment,15
election2016,leadership,15
election2016,staywoke,15
election2016,indiana,15
election2016,floridaman,15
election2016,airforceone,15
election2016,teaparty,15
election2016,nafta,15
election2016,rnc,15
election2016,jameswoods,15
election2016,dogsoftwitter,15
election2016,change,15
election2016,andersoncooper,15
election2016,foxnews2016,15
election2016,wikile,14
election2016,votetexas,14
election2016,nastywomen4hillary,14
election2016,cybersec,14
election2016,highered,14
election2016,government,14
election2016,inners,14
election2016,geoengineering,14
election2016,fox5atl,14
election2016,campaignfinance,14
election2016,newyorkcity,14
election2016,civics,14
election2016,mi,14
election2016,ne,14
election2016,noprop60,14
election2016,giveaway,14
election2016,everykidvotes,14
election2016,illustration,14
election2016,clintoncash,14
election2016,equality,14
election2016,refugees,14
election2016,unlimitedfreedom,14
election2016,sandiego,14
election2016,fbir,14
election2016,isitoveryet,14
election2016,parents,14
election2016,4thamendment,14
election2016,almostover,14
election2016,prayer,14
election2016,beinformed,14
election2016,murica,14
election2016,economics,14
election2016,voterid,14
election2016,bing,14
election2016,mia,14
election2016,northdakota,14
election2016,mtpol,14
election2016,childrape,14
election2016,unitedstates,14
election2016,electionpoll,14
election2016,coup,14
election2016,votingmatters,14
election2016,johnson2016,14
election2016,eeuu,14
election2016,happyhalloween,14
election2016,nyvotes,14
election2016,boycotttrump,14
election2016,grabdapussycat,14
election2016,janedoe,14
election2016,missouri,14
election2016,nastywomenvote,14
election2016,19thamendment,14
election2016,sav,14
election2016,uptous,14
election2016,votenoontwo,14
election2016,trfinrisk,14
election2016,cat,14
election2016,investment,13
election2016,barackobama,13
election2016,tech,13
election2016,clima,13
election2016,wearred4trump,13
election2016,houston,13
election2016,catholics,13
election2016,winning,13
election2016,nasdaq,13
election2016,podca,13
election2016,minnesota,13
election2016,vot,13
election2016,civilrights,13
election2016,playgirl,13
election2016,ct,13
election2016,de,13
election2016,digital,13
election2016,5days,13
election2016,electiondaycountdown,13
election2016,mo,13
election2016,noamn,13
election2016,topten,13
election2016,godofisrael,13
election2016,criminal,13
election2016,killary,13
election2016,yalla,13
election2016,julianassange,13
election2016,advertising,13
election2016,trumppencelandslide,13
election2016,newlifeexpo,13
election2016,nyse,13
election2016,mlecdebates,13
election2016,hypocrisy,13
election2016,genx,13
election2016,hillarybecause,13
election2016,crookedmedia,13
election2016,ivotedtoday,13
election2016,charolette,13
election2016,africanamericans,13
election2016,marcomentum,13
election2016,elect,13
election2016,policy,13
election2016,bynr,13
election2016,donnabrazile,13
election2016,swingstates,13
election2016,datascience,13
election2016,loserdonald,13
election2016,integrity,13
election2016,solidarity,13
election2016,doublethink,13
election2016,googles,13
election2016,mfi,13
election2016,music,13
election2016,volatility,13
election2016,parody,13
election2016,politicalsatire,13
election2016,nlp,13
election2016,indieauthors,13
election2016,drai,13
election2016,parenting,13
election2016,daylightsavings,13
election2016,hillaryfbiinvestigat,13
election2016,interfaith,13
election2016,arkansas,13
election2016,branding,13
election2016,revolver,13
election2016,politicsaside,13
election2016,dtla,13
election2016,writein,13
election2016,spam,13
election2016,fridayreads,13
election2016,noon1,13
election2016,bet,13
election2016,france,13
election2016,charlotteprotest,13
election2016,starbeans,13
election2016,nvsen,13
election2016,c,12
election2016,v,12
election2016,cia,12
election2016,laprimaireledebat,12
election2016,cua,12
election2016,electoralmap,12
election2016,tx23,12
election2016,writeinbernie,12
election2016,falseflag,12
election2016,clintonindictment,12
election2016,nov8th,12
election2016,standingrock,12
election2016,defeattrump,12
election2016,rednationrising,12
election2016,alabama,12
election2016,ny,12
election2016,families,12
election2016,pr,12
election2016,elecciones2016,12
election2016,babyboomers,12
election2016,zerohedge,12
election2016,hillaryemail,12
election2016,electiontheater,12
election2016,trumptool,12
election2016,immigrationreform,12
election2016,gendergap,12
election2016,wakeup,12
election2016,pagspoll,12
election2016,prop60,12
election2016,pasen,12
election2016,democratsfortrump,12
election2016,detroit,12
election2016,trumpwin,12
election2016,technology,12
election2016,exerciseyourright,12
election2016,winelover,12
election2016,overit,12
election2016,civility2016,12
election2016,wakeu,12
election2016,hillar,12
election2016,deficit,12
election2016,ttwcp,12
election2016,bloomberg,12
election2016,earnit,12
election2016,clintoncoup,12
election2016,treason,12
election2016,amwriting,12
election2016,teachers,12
election2016,psa,12
election2016,flsen,12
election2016,teammarco,12
election2016,grabyourwallet,12
election2016,health,12
election2016,ohsen,12
election2016,dropouthillary,12
election2016,alaska,12
election2016,throwbackthursday,12
election2016,asu,12
election2016,rva,12
election2016,dystopia,12
election2016,decision20,12
election2016,iasen,12
election2016,ksleg,12
election2016,nunsonthebus,12
election2016,checkmate,12
election2016,ceo,11
election2016,n,11
election2016,november,11
election2016,remem,11
election2016,cli,11
election2016,selfies,11
election2016,hackers,11
election2016,boycotttrumpclinton,11
election2016,subscribe,11
election2016,dncleak,11
election2016,umd,11
election2016,flotus,11
election2016,southdakota,11
election2016,apcoexplains,11
election2016,bestseller,11
election2016,chicagocubs,11
election2016,mahamanie,11
election2016,vox,11
election2016,economic,11
election2016,huffingtonpost,11
election2016,onscripture,11
election2016,msredmoncivics,11
election2016,hi,11
election2016,demagogue,11
election2016,ok,11
election2016,realestate,11
election2016,this,11
election2016,egyptexample,11
